index,song,year,artist,genre,lyrics
55,back-to-black,2013,beyonce-knowles,Pop,"(Andre 3000)
I, I, I left no time to regret
Kept my dick wet with that same old bet
Oooh and you
You and your head high
And your tears dry
Get on without your guy
And I, I, I went back to what I knew
So far removed from all we been through
And you, and you, and you, you tread a troubled track
Your odds are always stacked
You'll go back to black
(Hook- Andre 3000)
We only said goodbye with words
I died a hundred times
I go back to her and you go back to, you go back to
You go back to
(Beyonce)
I, I loved you much
It's not enough
I love blow and you love puff
And life, is like a pipe
And I'm a tiny penny rolling up the walls inside
(Hook -Beyonce)
We only said goodbye with words
I died a hundred times
You go back to her and I go back to
We only said goodbye with words
I died a hundred times
You go back to her
And I go back to, I go back to black"
56,mine,2013,beyonce-knowles,Pop,"[Verse 1: Beyonce]
I've been watching for the signs
Took a trip to clear my mind
Now I'm even more lost
And you're still so fine, oh my oh my
Been having conversations about breakups and separations
I'm not feeling like myself since the baby
Are we gonna even make it? Oooh
Cause if we are, we're taking this a little too far
If we are, we're taking this a little too far
Baby, if we are, we're taking this a little too far
Me being wherever I'm at, worried about wherever you are
We're taking this a little too far
We're taking this a little too far
We're taking this a little too far
[Hook 1: Drake]
Know you wanna roll with a good girl?
Do it big do it all for a good girl
One time, this is a song for the good girl
Don't sleep when you know you got it good, girl
One time, this is a song for the good girl
Wanna roll, wanna roll with a good girl
One time, this is a song for the good girl
And I still keep it hood, still treat you like I should
Wassup....
[Verse 2: Beyonce]
On my mind up past my bedtime, no rest at the kingdom
Alone in my place, my heart is away
All that I can think of is, we should get married
We should get married
Let's stop holding back on this and let's get carried away
[Pre-Hook: BeyoncÃ©]
Stop making a big deal out of the little things
Cause I got big deals and I got little things
Got everything I'm asking for but you
Stop making a big deal out of the little things, let's get carried away
Come right now, you know where I stay
[Hook 2: Drake & BeyoncÃ©]
I just wanna say, you're mine, you're mine
I just wanna say, you're mine, you're mine
Fuck what you heard, you're mine, you're mine
All I'm really asking for is you
You're mine, you're mine
I just wanna say, you're mine, you're mine
Fuck what you heard, you're mine, you're mine
As long as you know who you belong to
[Hook 1: Drake]
Know you wanna roll with a good girl?
Do it big do it all for a good girl
One time, this is a song for the good girl
Don't sleep when you know you got it good, girl
One time, this is a song for the good girl
Wanna roll, wanna roll with a good girl
One time, this is a song for the good girl
And I still keep it hood, still treat you like I should
Wassup....
[Verse 3: Drake]
From 8 until late, I think 'bout you
You own my nights I don't know what to do
I can't get no rest, can't get no sleep
This whole thing got way too deep and we should
[Pre-Hook: Drake]
Stop making a big deal out of the little things
Cause I got big deals and I got little things
Got everything I'm asking for but you
Stop making a big deal out of the little things, let's get carried away
Come right now, you know where I stay
[Hook 2: Drake & BeyoncÃ©]
I just wanna say, you're mine, you're mine
I just wanna say, you're mine, you're mine
Fuck what you heard, you're mine, you're mine
All I'm really asking for is you
You're mine, you're mine
I just wanna say, you're mine, you're mine
Fuck what you heard, you're mine, you're mine
As long as you know who you belong to
[Hook 1: Drake]
Know you wanna roll with a good girl?
Do it big do it all for a good girl
One time, this is a song for the good girl
Don't sleep when you know you got it good, girl
One time, this is a song for the good girl
Wanna roll, wanna roll with a good girl
One time, this is a song for the good girl
And I still keep it hood, still treat you like I should
Wassup....
[Verse 4: Drake]
I gotta pull up on you
You gon make me have to pull up on you
Don't go ghost on me, I'mma go Thriller on you, I'mma just
I'mma let my hands do the talking when I see you baby girl
I miss feeling on you, I miss everything that's real about you
And that's everything about you that's just how I feel about you
I been about you and I'm still about you but
We ain't finished talking
I told you you don't need to worry about them bitches
All them fives need to listen when the ten is talking
Cuz they don't wanna see you happier than them and girl you swear they all
Your friends and there's been a problem
You the one they hate, just come with daddy
I know you think it's funny that your ex is not a running back
But that nigga came running back
And you tell me that you're done with that
And I believe it's true as long as you know who you belong to
[Outro: Beyonce]
All I'm really asking for is you
Long as you know who you belong to"
57,superpower,2013,beyonce-knowles,Pop,"[Verse 1]
When the palm of my two hands hold each other
That feels different
From when your hands are in mine
That's just the way it is
And when my voice is screaming out to my own ears
That feels different
From when I hear yours
Now thats just the way it is
And when I'm standing in this mirror
After all these years
What I'm viewing is a little different
From what your eyes show you
I guess I didn't see myself before you
Moving forward
[Pre-Hook: Beyonce & Frank Ocean]
Super power
A subtle power
Super power
A tough love
Super power
Like a shark
Super power
Like a bear
[Hook: Beyonce & Frank Ocean]
And I thought the world would move on
I thought the world would move on
Without us, without us, without us
But nothing I know could slow us down
Couldn't slow us down
I thought I could live without you
Cause nothing I know can break us
Down
They can't break us down
[Verse 2]
And just like you I can't be scared
Just like you I hope I'm spared
But it's tough love
I know you feel it in the air
Even the babies know it's there
Tough love
Super power
The laws of the world tell us what goes sky
And what falls
It's a super power
Super power
The laws of the world never stopped us once
Cause together we got plenty super power
[Pre-Hook: Beyonce & Frank Ocean]
Super power
A subtle power
Super power
A tough love
Super power
Like a shark
Oohhh too much to bear
Super power
[Hook:Beyonce & Frank Ocean]
And I thought the world would move on
I thought the world would move on
Without us, without us, without us
But nothing I know could slow us down
Couldn't slow us down
I thought I could live without you
But together we got plenty power
And nothing I know can break us down
They can't break us down
[Outro x3]
Yes we can
Couldn't break us down
They couldn't break us down"
58,haunted,2013,beyonce-knowles,Pop,"[Intro: Presenter]
The winner is
Beyonce Knowles female pop vocalist!
[clapping]
[Intro: Beyonce]
I would like to thank the judges for picking me
My parents who I love
I love you Houston
[Verse 1: Beyonce]
And I've been drifting not from knowledge
Cat calls on cat walks
Man these women getting solemn
I could sing a song for Solomon or a salamader
We took a flight at midnight
And now my mind can't help but wonder
How come?
Spoonfed pluralized eyes to find the beaches in the forest
When Im Looking off the edge
I preach my gutter can't help ignore it
I'm climbing up the walls
Cuz all the shit I hear is boring
All the shit I do is boring
All these record labels boring
I don't trust these record labels, I'm torn
All these people on the planet
Working 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
All the people on the planet
Working 9 to 5 just to stay alive
How come?
What goes up, goes around
Goes around around around around
What goes up, goes around
Goes around around around around
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Soul not for sale
Probably won't make no money off this, oh well
Reap what you sow
Perfection is so
[Verse: 2]
It's what you do
It's what you see
I know if I'm haunting you
You must be haunting me
It's where we go
It's where we'll be
I know if I'm onto you, I'm onto you
Onto you, you must be onto me
My heart it lulls
Ghost in the sheets
I know if I'm haunting you
You must be haunting me
My wicked tongue
Where will it be
I know if I'm onto you
I'm onto you
Onto you, I'm onto you
Onto you, you must be onto me
You want me?
I want it done my way
You like it?
The bedroom's my runway
Slap me!
I'm pinned to the doorway
Kiss, bite, fuck me
[Verse: 3]
My heart it lulls
Ghost in the sheets
I know if I'm haunting you
You must be haunting me
My wicked tongue
Where will it be
I know if I'm onto you
You must be onto me
It's what we see
I know if I'm haunting you
You must be haunting me
It's where we go
It's where we'll be
I know if I'm onto you, I'm onto you
Onto you, I'm onto you
Onto you, you must be onto me
You must be onto me (onto you, I'm onto you)
You must be onto me (onto you, I'm onto you)
You must be onto me (onto you, I'm onto you)
You must be onto me (onto you, I'm onto you)
[Outro]
Me (onto you, I'm onto you)
Me (onto you, I'm onto you)
Me (onto you, I'm onto you)
Me (onto you, I'm onto you)
Me (onto you, I'm onto you)"
59,flawless,2013,beyonce-knowles,Pop,"[Intro]
Your challengers are a young group from Houston
Welcome Beyonce, Lativia, Nina, Nicky, Kelly, and Ashley
The Hip-Hop Rappin'
'Girls TYME'
I'm bout that H, town coming coming down
I'm coming down, drippin' candy on the ground
On the ground
H, Town, Town, I'm coming down, coming down
[Verse 1 - Beyonce]
I know when you were little girls
You dreamt of being in my world
Don't forget it, don't forget it
Respect that, bow down bitches
I took some time to live my life
But don't think I'm just this little wise
Don't get it twisted, get it twisted
This my shit, bow down bitches
Bow down bitches, bow bow down bitches (Crown)
Bow down bitches, bow bow down bitches (Crown)
H Town bitches
H, H Town bitches
I'm so crown crown, bow down bitches
I'm about that H, town, coming coming down
I'm coming down, drippin' candy on the ground
On the ground
H, H town town
I'm coming down
Coming down
Drippin' candy on the ground
[Verse 2 - Chimamanda Ngozi Adichie]
We teach girls to shrink themselves
To make themselves smaller
We say to girls
""You can have ambition
But not too much
You should aim to be successful
But not too successful
Otherwise you will threaten the man""
Because I am female
I am expected to aspire to marriage
I am expected to make my life choices
Always keeping in mind that
Marriage is the most important
Now marriage can be a source of
Joy and love and mutual support
But why do we teach girls to aspire to marriage
And we don't teach boys the same?
We raise girls to each other as competitors
Not for jobs or for accomplishments
Which I think can be a good thing
But for the attention of men
We teach girls that they cannot be sexual beings
In the way that boys are
Feminist: the person who believes in the social
Political, and economic equality of the sexes
[Verse 3 - Beyonce]
You wake up, flawless
Post up, flawless
Ride round in it, flawless
Flossin on that, flawless
This diamond, flawless
My diamond, flawless
This rock, flawless
My rock, flawless
I woke up like this
I woke up like this
We flawless, ladies tell 'em
I woke up like this
I woke up like this
We flawless, ladies tell 'em
Say I, look so good tonight
God damn, God damn
Say I, look so good tonight
God damn, God damn
Momma taught me good home training
My Daddy taught me how to love my haters
My sister taught me I should speak my mind
My man made me feel so God damn fine
[Verse 4 - Beyonce]
You wake up, flawless
Post up, flawless
Ride round in it, flawless
Flossin on that, flawless
This diamond, flawless
My diamond, flawless
This rock, flawless
My rock, flawless
I woke up like this
I woke up like this
We flawless, ladies tell 'em
I woke up like this
I woke up like this
We flawless, ladies tell 'em
Say I, look so good tonight
God damn, God damn
Say I, look so good tonight
God damn, God damn
[Outro]
The Judges give champion Skeleton Groove 4 Stars
A perfect score
And the challenger Girls TYME receives, 3 stars
Skeleton Groove, champions once again
Congratulations, we'll see you next week"
60,partition,2013,beyonce-knowles,Pop,"Part 1: ""YoncÃ©""
[Intro]
Let me hear you say ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Say, ""Hey, Ms. Carter!"" (Hey, Ms. Carter!)
Give me some!
[Verse 1]
See me up in the club with fifty-eleven girls
Posted in the back, diamond fangs in my grill
Brooklyn brim with my eyes sitting low
Every boy in here with me got that smoke
Every girl in here got to look me up and down
All on Instagram, cake by the pound
Circulate the image every time I come around
G's up tell me how I'm looking babe
[Bridge]
Boy this all for you just walk my way
Just tell me how it's looking babe
Just tell me how it's looking babe
(How it's looking babe)
I do this all for you baby just take aim
And tell me how it's looking babe
(How it's looking babe)
Tell me how it's looking babe, looking babe
[Verse 2]
Drop the bass, mane, the bass get lower
Radio say ""speed it up"", I just go slower
High like treble, puffing on the mids
Ya man ain't ever seen a booty like this
And why you think ya keep my name rolling off the tongue
Cuz when he wanna smash I'll just write another one
I sneezed on the beat and the beat got sicker
YoncÃ© all on his mouth like liquor
YoncÃ© all on his mouth like liquor
YoncÃ© all on his mouth like liquor
YoncÃ© all on his mouth like liquor
Like like liquor, like like like liquor
YoncÃ© all on his mouth like liquor
YoncÃ© all on his mouth like liquor
YoncÃ© all on his mouth like liquor
Like like liquor, like like like liquor
Part 2: Partition
[Also presumably produced by Timbaland, Jerome Harmon, Justin Timberlake, BeyoncÃ© Knowles, Key Wane, Mike Dean and BOOTS]
[Verse 1]
Driver, roll up the partition, please
Driver, roll up the partition, please
I don't need you seeing 'Yonce on her knees
Took 45 minutes to get all dressed up
We ain't even gonna make it to this club
Now my mascara running, red lipstick smudged
Oh he so horny, yeah he want to fuck
He popped all my buttons, and he ripped my blouse
He Monica Lewinsky-ed all on my gown
[Pre-Hook]
Oh there daddy, daddy didn't bring the towel
Oh baby baby we betta slow it down
Took 45 minutes to get all dressed up
We ain't even gonna make it to this club
[Hook]
Take all of me
I just wanna be the girl you like, girl you like
The kind of girl you like, girl you like
Take all of me
I just wanna be the girl you like, girl you like
The kinda girl you like
Is right here with me
[Verse 2]
Driver, roll up the partition fast
Driver, roll up the partition fast
Over there I swear I saw them cameras flash
Handprints and footprints on my glass
Handprints and good grips all on my ass
Private show with the music blasting
He like to call me Peaches when we get this nasty
Red wine drip, we'll talk that trash
Chauffeur eavesdropping trying not to crash
[Pre-Hook]
Oh there daddy, daddy now you ripped my fur
Oh baby baby be sweating out my hair
Took 45 minutes to get all dressed up
We ain't even gonna make it to this club
[Hook]
[Bridge]
Est-ce que tu aimes le sexe?
Le sexe, je veux dire l'activitÃ© physique, le coÃ¯t, tu aimes Ã§a?
Tu ne t'intÃ©resses pas au sexe ?
Les hommes pensent que les fÃ©ministes dÃ©testent le sexe mais c'est une activitÃ© trÃ¨s stimulante et naturelle que les femmes adorent
[Hook]"
61,ghost,2013,beyonce-knowles,Pop,"[Intro: Presenter]
The winner is
Beyonce Knowles female pop vocalist!
[Intro:]
I would like to thank the judges for picking me
My parents who I love
I love you Houston
[Verse 1:]
And I've been drifting off on knowledge
Cat-calls on cat-walks, man these women getting solemn
I could sing a song for a Solomon or Salamander
We took a flight at midnight and now my mind can't help but wander
How come?
Spoon-fed pluralized eyes to find the beaches in the forest
When I'm looking off the edge, I preach my gut it can't help but ignore it
I'm climbing up the walls cuz all the shit I hear is boring
All the shit I do is boring
All these record labels boring
I don't trust these record labels I'm touring
All these people on the planet
Working 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
The 9 to 5, just to stay alive
All the people on the planet
Working 9 to 5 just to stay alive
How come?
What goes up, ghost around
Goes around around around around
What goes up, ghost around
Ghost around around around around
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und ah-rou-ou-und
Soul not for sale
Probably won't make no money off this, oh well
Reap what you sow
Perfection is so... Mm
[Verse 2:]
It's what you do
It's what you see
I know if I'm haunting you
You must be haunting me
It's where we go
It's where we'll be
I know if I'm on to you, I'm on to you
On to you, you must be on to me
My haunted love
Ghost in the sheets
I know if I'm haunting you
You must be haunting me
My wicked tongue
Where will it be?
I know if I'm onto you
I'm on to you
On to you, I'm on to you
On to you, you must be on to me
You want me?
I walk down the hallway
You're lucky
The bedroom's my runway
Slap me!
I'm pinned to the doorway
Kiss, bite, foreplay
[Verse 3:]
My haunted love
Ghost in the sheets
I know if I'm haunting you
You must be haunting me
My wicked tongue
Where will it be
I know if I'm onto you
You must be onto me
It's what we see
I know if I'm haunting you
You must be haunting me
It's where we go
It's where we'll be
I know if I'm onto you, I'm onto you
Onto you, I'm onto you
Onto you, you must be onto me
You must be onto me (on to you, I'm on to you)
You must be onto me (on to you, I'm on to you)
You must be onto me (on to you, I'm on to you)
You must be onto me (on to you, I'm on to you)
[Outro]
Me (on to you, I'm on to you)
Me (on to you, I'm on to you)
Me (on to you, I'm on to you)
Me (on to you, I'm on to you)
Me (on to you, I'm on to you)"
62,xo,2013,beyonce-knowles,Pop,"[Verse 1]
Your love is bright as ever
Even in the shadows
Baby kiss me
Before they turn the lights out
Your heart is glowing
And I'm crashing into you
Baby kiss me
Before they turn the lights out
Before they turn the lights out
Baby love me lights out
[Pre-Chorus]
In the darkest night hour
I'll search through the crowd
your face is all that I see
I'll give you everything
Baby love me lights out
Baby love me lights out
You can turn my light down
[Verse 2]
We don't have forever
Baby daylight's wasting
You better kiss me
Before our time is run out
Nobody sees what we see
They're just hopelessly gazing
Baby take me
Before they turn the lights out
Before time is run out
Baby love me lights out
[Pre-Chorus]
In the darkest night hour
Search through the crowd
Your face is all that I see
I'll give you everything
Baby love me lights out
Baby love me lights out
You can turn my lights out
[Chorus]
I love it like XO
You love me like XO
You kill me boy XO
You love me like XO
All that I see
Give me everything
Baby love me lights out
Baby love me lights out
You can turn my lights out
[Pre-Chorus]
In the darkest night I'll
Search through the crowd
Your face is all that I see
I'll give you everything
Baby love me lights out
Baby love me lights out
You can turn my lights out"
63,single-ladies-put-a-ring-on-it,2013,beyonce-knowles,Pop,"All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies. Now put your hands up
Up in the club
We just broke up
I'm doing my own little thing
You decided to dip
And now you wanna trip
Cause another brother noticed me
I'm up on him
He up on me
Don't pay him any attention
Cause cried my tears
For three good years
You can't be mad at me
Cause if you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
If you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
I got gloss on my lips
A man on my hips
On me tighter than my Dereon jeans
Acting up
Drank in my cup
I could care less what you think
I need no permission
Did I mention?
Don't pay him any attention
Cause you had your turn
But now you gonna learn
What it really feels like to miss be
Cause if you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
If you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Don't treat to these things of this world
I'm not that kind of girl
Your love is what I prefer
What I deserve
Here's a man
That makes me then takes me
And delivers me to a destiny
To infinity and beyond
Pull me into your arms
Say I'm not the one you own
If you don't, you'll be alone
And like a ghost I'll be gone
All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies. Now put your hands up
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Uh, oh, oh, oh, oh, oh, oh
Uh, oh, oh, oh, oh
Cause if you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
Uh, oh, oh
If you liked it
Then you should've put a ring on it
If you liked it
Then you should've put a ring on it
Don't be mad
Once you see that he want it
If you liked it
Then you should've put a ring on it
Uh, oh, oh"
64,on-the-run,2013,beyonce-knowles,Pop,"[Intro: BeyoncÃ©]
Who wants that perfect love story any way, anyway
ClichÃ©, ClichÃ©
ClichÃ©, ClichÃ©
Who wants that hero love that saves the day, anyway
ClichÃ©, ClichÃ©
ClichÃ©, ClichÃ©
What about the bad guy goes good, yeah
And the missing missing love that's misunderstood, yeah
Black hour glass, our glass
Toast to clichÃ©s in a dark past
Toast to clichÃ©s in a dark past
[Verse 1: Jay-Z]
Boy meets girl, girl perfect women
Girl get the bustin' before the cops come running
Chunking deuces, chugging D'USSE
Fuck what you say, boys in blue say
[Verse 2: BeyoncÃ©]
I don't care if you on the run
Baby as long as I'm next to you
And if loving you is a crime
Tell me why do I bring out
The best in you
[Bridge: BeyoncÃ©]
I hear sirens while we make love
Loud as hell but they don't know
They're nowhere near us
I will hold your heart and your gun
I don't care if they come, noooo
I know it's crazy but
[Hook: BeyoncÃ©]
They can take me
Now that I found the places that you take me
Without you I got nothing lose
[Verse 3: Jay-Z]
I'm an outlaw, got an outlaw chick
Bumping 2Pac, on my outlaw shit
Matching tatts, this Ink don't come off
Even if rings come off
If things ring off
My nails get dirty
My past ain't pretty, my lady is, my Mercedes is
My baby momma harder then a lot of you niggas
Keep it 100, hit the lottery niggas
You ain't about that life ain't gotta lie to me, nigga
You know its till the death, I hope it obvi to niggas
Cross the line, speak about mine
I'mma wave this tech, I'mma geek about mine
Touch a nigga where his rib at, I click clat
Push your ma'fucka wig back, I did that
I been wilding since a juvi
She was a good girl till she knew me
Now she is in the drop bussin' U'e
Screaming...
[Hook]
[Verse 4: Jay-Z]
Deeper then words, beyond right
Die for your love, beyond life
Sweet as a Jesus piece, beyond ice
Blind me baby with your neon lights
Ray Bans on, police in sight
Oh, what a beautiful death
Let's both wear white
If you go to heaven and they bring me to hell
Just sneak out and meet me, bring me a box of L's
She fell in love with the bad guy, the bad guy
What you doing with them rap guys, them rap guys
They ain't see potential in me girl, but you see it
If it's you and me against the world, then so be it
[Verse 5: BeyoncÃ©]
I don't care if they give me life
I get all my life from you
And if loving you had a price
I would pay my life for you
[Bridge]
[Verse 6: BeyoncÃ©]
I don't care I will never give it up
Give it up, give it up, give it all away
No I swear, no I swear
Without you I got nothing to lose"
65,no-angel,2013,beyonce-knowles,Pop,"Baby put your arms around me
Tell me I'm a problem
Know I'm not the girl you thought you knew and that you wanted
Underneath the pretty face is something complicated
I come with a side of trouble
But I know that's why you're staying
Because
You're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
You're not an angel either, but at least I'm trying
I know I drive you crazy, but would you rather that I be a machine
Who doesn't notice when you late or when you're lying
I love you even more than you I thought you were before
Because
You're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Tell me do you want to ride
Tell me do you want to ride
Ride around, ride around
Ride around
Will you ride around with that ice town
If there's candles near your bed, no need for a spell
Stop acting so scared, just do what I tell
First go through my legs, go back on your head
And whatever you want, yeah baby I'll beg, it comes
Baby put your arms around me
Tell me I'm a problem
Know I'm not the girl you thought you knew and that you wanted
Underneath the pretty face is something complicated
I come with a side of trouble
But I know that's why you're staying
Because
You're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby
Cause you're
No
Angel
Either, baby"
66,rocket,2013,beyonce-knowles,Pop,"Let me sit this ass
On you
Show you how I feel
Let me take this off
Will you watch me
Yes mass appeal
Don't take your eyes
Don't take your eyes off it
Watch it, babe
If you like
You can touch me baby
Do you
Do you wanna touch me baby
Grab ahold, don't let go
Let me know
That you
Ready
I just wanna show you now
Slow it down
Go around
You rock hard
I rock steady
[Hook]
So rock right up to
The side of my mountain
Climb until you reach my peak babe, my peak, the peak
And reach right into the bottom of my fountain
I wanna play in your deep end, your deep end, the deep
Then dip me under where you can feel my river flowing flow
Hold me 'til I scream for air to breathe
Don't wash me over until my well runs dry
Send all your sins all over me babe, over me
Rock it 'til waterfalls
Rock it 'til waterfalls
Rock it 'til waterfalls
Bathe in these waterfalls
I do it like it's my profession
I gotta make a confession
I'm proud of all this bass
Lemme put it in your face
By the way
If you need a personal trainer or a therapist
I can be a piece of sunshine, inner peace, entertainer
Anything else that you may read between the lines
You and I create
Rockets and waterfalls
[Hook]
Hard rock steady rock hard rock steady
Rock hard rock steady rock hard rock steady
Don't you know that I give you
The loving if you need it
I give you my word
You can believe it
Your love feels like
All four seasons growing inside me
Life has a reason
Swimming
My love, your love lifting
Higher harder
Got me screaming to the lord, boy
Kiss me
Pray we don't overflow
Baby I know you can feel it pulse
Keeping the peak of my waterfall
Rock it baby, rock it baby 'til the water falls down
Damn
And I can't help but love the way we make love
Daddy, daddy
Ooh child, ooh now
Yes lord
Damn baby
Driving me cray
Cray
You ain't right for doing that to me daddy
Even though I've been a bad bad bad bad bad bad bad bad bad bad bad girl
Tell me what you're gonna do about that
Punish me
Please
Punish me please
Tell me what you're going to do with all of this
Ass
All up in your face
Yeah, hell yeah
Ride it so deep
Ooh my shit's so good it ain't even right
I know I'm right
Hell yeah you the shit
That's why you're my equivalent
So sexy
We're so much more than pointless fixtures
Instagram pictures
Cause soon boy, gonna rock that ching-ching-ching
Baby boomers
Cyclical trends, tryna fit in
Home is where the heart is
Goddamnit I'm comfortable in my skin
And you're
Comfortable in my skin
You look so comfortable in my skin
Rockets and waterfalls"
67,blow,2013,beyonce-knowles,Pop,"[Intro]
I love your face
You love the taste
That sugar babe, it melts away
[Verse 1]
I kiss you when you lick your lips, I kiss you when you lick your lips
You like it wet and so do I, You like it wet and so do I
I know you never waste a drip, I know you never waste a drip
I wonder how it feels sometimes
Must be good to you
[Pre-Hook]
Keep me coming, keep me going, keep me coming, keep me going
Keep me humming, keep me moaning, keep me humming, keep me moaning
Don't stop loving 'til the morning, don't stop loving 'til the morning
Don't stop screaming, freaking, blowing
[Hook]
Can you lick my skittles
That's the sweetest in the middle
Pink that's the flavor
Solve the riddle
I'mma lean back
Don't worry its nothing major
Make sure you clean that
That's the only way to get the
Flavor
[Verse 2]
When you're thirsty and need love
I give it up 'til I'm empty babe
Must be good to you
If you're lonely in your bed, fill it up to the top
Must be good to you
[Pre-Hook]
[Hook]
I'm about to get into this girls
This is for all the grown women out there
[Bridge]
I can't wait 'til I get home so you can turn that cherry out, turn that cherry out, turn that cherry out
I can't wait 'til I get home so you can turn that cherry out, turn that cherry out, turn that cherry out
I want you to
Turn that cherry out, turn that cherry out
I want you to
Turn that cherry out, turn that cherry out
I want you to
Turn that cherry out, turn that cherry out
I want you to
Turn that cherry out, turn that cherry out
[Verse 3]
Ooh I've had a naughty thought today baby
Every time I close my eyes
Ooh get a glimpse of this candy paint
Don't slip off when it drip off on top of ya right
Let me see in here, flippin' off and toss the bed
I know everything you want
I'mma show you how I stroke (stroke it)
Bringing work up on top of me
I'mma let let you be the boss of me
I know everything you want
Give me that daddy long stroke
[Bridge]
Je ne sais quoi
ChÃ©ri, Leo
I swear you [?]
[Pre-Hook]
[Outro Hook]"
